Original File Name,New File Name,Original Path,New Path,Project Name,Year
61531678030__F1491054-F064-4874-BA99-E2D4BB4BB22F.JPG,1986_Football_image01of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/1986 Football/1986 Football_gallery/61531678030__F1491054-F064-4874-BA99-E2D4BB4BB22F.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/1986 Football/1986 Football_gallery/1986_Football_image01of06.png,Football,1986
Headline football.265 2.jpg,1986_Football_image02of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/1986 Football/1986 Football_gallery/Headline football.265 2.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/1986 Football/1986 Football_gallery/1986_Football_image02of06.png,Football,1986
IMG_20130526_185059.jpg,1986_Football_image03of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/1986 Football/1986 Football_gallery/IMG_20130526_185059.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/1986 Football/1986 Football_gallery/1986_Football_image03of06.png,Football,1986
football powerpoint 2 13-40-44.jpg,1986_Football_image05of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/1986 Football/1986 Football_gallery/football powerpoint 2 13-40-44.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/1986 Football/1986 Football_gallery/1986_Football_image05of06.png,Football,1986
me and mom football.tif,1986_Football_image06of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/1986 Football/1986 Football_gallery/me and mom football.tif,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/1986 Football/1986 Football_gallery/1986_Football_image06of06.png,Football,1986
Muppet master.mov,1998_Muppets_From_Space_image01of03.webm,/Volumes/T7 Shield/JACKIESUMELL.COM/1998 Muppets From Space/1998 Muppets From Space_gallery/Muppet master.mov,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/1998 Muppets From Space/1998 Muppets From Space_gallery/1998_Muppets_From_Space_image01of03.webm,Muppets From Space,1998
muppet screenshot.jpg,1998_Muppets_From_Space_image02of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/1998 Muppets From Space/1998 Muppets From Space_gallery/muppet screenshot.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/1998 Muppets From Space/1998 Muppets From Space_gallery/1998_Muppets_From_Space_image02of03.png,Muppets From Space,1998
muppet screenshot2.jpg,1998_Muppets_From_Space_image03of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/1998 Muppets From Space/1998 Muppets From Space_gallery/muppet screenshot2.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/1998 Muppets From Space/1998 Muppets From Space_gallery/1998_Muppets_From_Space_image03of03.png,Muppets From Space,1998
01_Sumell_CoyoteAmericana.jpg,2001_Coyote_Americana_image01of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Coyote Americana/2001 Coyote Americana_gallery/01_Sumell_CoyoteAmericana.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Coyote Americana/2001 Coyote Americana_gallery/2001_Coyote_Americana_image01of03.png,Coyote Americana,2001
Coyote Americana_scratch.mov,2001_Coyote_Americana_image02of03.webm,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Coyote Americana/2001 Coyote Americana_gallery/Coyote Americana_scratch.mov,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Coyote Americana/2001 Coyote Americana_gallery/2001_Coyote_Americana_image02of03.webm,Coyote Americana,2001
Sumell_Coyote Americana2.jpg,2001_Coyote_Americana_image03of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Coyote Americana/2001 Coyote Americana_gallery/Sumell_Coyote Americana2.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Coyote Americana/2001 Coyote Americana_gallery/2001_Coyote_Americana_image03of03.png,Coyote Americana,2001
DSCN4287.JPG,2001_New_Langton_Performance_image01of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 New Langton Performance/2001 New Langton Performance_gallery/DSCN4287.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 New Langton Performance/2001 New Langton Performance_gallery/2001_New_Langton_Performance_image01of03.png,New Langton Performance,2001
SFworksfinal.tif,2001_New_Langton_Performance_image02of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 New Langton Performance/2001 New Langton Performance_gallery/SFworksfinal.tif,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 New Langton Performance/2001 New Langton Performance_gallery/2001_New_Langton_Performance_image02of03.png,New Langton Performance,2001
langton perfo crowd.jpg,2001_New_Langton_Performance_image03of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 New Langton Performance/2001 New Langton Performance_gallery/langton perfo crowd.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 New Langton Performance/2001 New Langton Performance_gallery/2001_New_Langton_Performance_image03of03.png,New Langton Performance,2001
PLAYBO~1.tif,2001_No_Bush_image01of02.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 No Bush/2001 No Bush_gallery/PLAYBO~1.tif,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 No Bush/2001 No Bush_gallery/2001_No_Bush_image01of02.png,No Bush,2001
PLAYBP~1.tif,2001_No_Bush_image02of02.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 No Bush/2001 No Bush_gallery/PLAYBP~1.tif,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 No Bush/2001 No Bush_gallery/2001_No_Bush_image02of02.png,No Bush,2001
astudio10 door 72.jpg,2001_Studio_10_Intervention_image01of05.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/astudio10 door 72.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/2001_Studio_10_Intervention_image01of05.png,Studio 10 Intervention,2001
astudio10:72.jpg,2001_Studio_10_Intervention_image02of05.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/astudio10:72.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/2001_Studio_10_Intervention_image02of05.png,Studio 10 Intervention,2001
astudio10rahel72.jpg,2001_Studio_10_Intervention_image03of05.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/astudio10rahel72.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/2001_Studio_10_Intervention_image03of05.png,Studio 10 Intervention,2001
studio10 door 72.jpg,2001_Studio_10_Intervention_image04of05.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/studio10 door 72.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/2001_Studio_10_Intervention_image04of05.png,Studio 10 Intervention,2001
studio10:72.jpg,2001_Studio_10_Intervention_image05of05.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/studio10:72.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Studio 10 Intervention/2001 Studio 10 Intervention_gallery/2001_Studio_10_Intervention_image05of05.png,Studio 10 Intervention,2001
02_Sumell_Underdog.jpg,2001_Underdog_Series_image01of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Underdog Series/2001 Underdog Series_gallery/02_Sumell_Underdog.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Underdog Series/2001 Underdog Series_gallery/2001_Underdog_Series_image01of07.png,Underdog Series,2001
bullseye fro eface.jpg,2001_Underdog_Series_image02of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Underdog Series/2001 Underdog Series_gallery/bullseye fro eface.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Underdog Series/2001 Underdog Series_gallery/2001_Underdog_Series_image02of07.png,Underdog Series,2001
fake iceberg.jpg,2001_Underdog_Series_image03of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Underdog Series/2001 Underdog Series_gallery/fake iceberg.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Underdog Series/2001 Underdog Series_gallery/2001_Underdog_Series_image03of07.png,Underdog Series,2001
sattellite.jpg,2001_Underdog_Series_image04of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Underdog Series/2001 Underdog Series_gallery/sattellite.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Underdog Series/2001 Underdog Series_gallery/2001_Underdog_Series_image04of07.png,Underdog Series,2001
scenesboatenter:72.jpg,2001_Underdog_Series_image05of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Underdog Series/2001 Underdog Series_gallery/scenesboatenter:72.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Underdog Series/2001 Underdog Series_gallery/2001_Underdog_Series_image05of07.png,Underdog Series,2001
scenesclose.jpg,2001_Underdog_Series_image06of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Underdog Series/2001 Underdog Series_gallery/scenesclose.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Underdog Series/2001 Underdog Series_gallery/2001_Underdog_Series_image06of07.png,Underdog Series,2001
scenesclose.tif,2001_Underdog_Series_image07of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2001 Underdog Series/2001 Underdog Series_gallery/scenesclose.tif,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2001 Underdog Series/2001 Underdog Series_gallery/2001_Underdog_Series_image07of07.png,Underdog Series,2001
5_cricket rodeo 2.JPG,2002_Cricket_Rodeo_image01of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Cricket Rodeo/2002 Cricket Rodeo_gallery/5_cricket rodeo 2.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Cricket Rodeo/2002 Cricket Rodeo_gallery/2002_Cricket_Rodeo_image01of04.png,Cricket Rodeo,2002
6_cricket rodeo.JPG,2002_Cricket_Rodeo_image02of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Cricket Rodeo/2002 Cricket Rodeo_gallery/6_cricket rodeo.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Cricket Rodeo/2002 Cricket Rodeo_gallery/2002_Cricket_Rodeo_image02of04.png,Cricket Rodeo,2002
cricket rodeo.JPG,2002_Cricket_Rodeo_image03of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Cricket Rodeo/2002 Cricket Rodeo_gallery/cricket rodeo.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Cricket Rodeo/2002 Cricket Rodeo_gallery/2002_Cricket_Rodeo_image03of04.png,Cricket Rodeo,2002
rodeobrownguy.jpg,2002_Cricket_Rodeo_image04of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Cricket Rodeo/2002 Cricket Rodeo_gallery/rodeobrownguy.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Cricket Rodeo/2002 Cricket Rodeo_gallery/2002_Cricket_Rodeo_image04of04.png,Cricket Rodeo,2002
The Boss.jpg,2002_Delueze_Meets_The_Boss_image01of01.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Delueze Meets The Boss/2002 Delueze Meets The Boss_gallery/The Boss.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Delueze Meets The Boss/2002 Delueze Meets The Boss_gallery/2002_Delueze_Meets_The_Boss_image01of01.png,Delueze Meets The Boss,2002
close handle angle.JPG,2002_Explorers_image02of05.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Explorers/2002 Explorers_gallery/close handle angle.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Explorers/2002 Explorers_gallery/2002_Explorers_image02of05.png,Explorers,2002
hand with handle.JPG,2002_Explorers_image03of05.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Explorers/2002 Explorers_gallery/hand with handle.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Explorers/2002 Explorers_gallery/2002_Explorers_image03of05.png,Explorers,2002
padrao_2.jpeg,2002_Explorers_image04of05.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Explorers/2002 Explorers_gallery/padrao_2.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Explorers/2002 Explorers_gallery/2002_Explorers_image04of05.png,Explorers,2002
IKEACOKE.jpg,2002_IKEA_Diaries_image01of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 IKEA Diaries/2002 IKEA Diaries_gallery/IKEACOKE.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 IKEA Diaries/2002 IKEA Diaries_gallery/2002_IKEA_Diaries_image01of04.png,IKEA Diaries,2002
ikeabedroom.jpg,2002_IKEA_Diaries_image03of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 IKEA Diaries/2002 IKEA Diaries_gallery/ikeabedroom.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 IKEA Diaries/2002 IKEA Diaries_gallery/2002_IKEA_Diaries_image03of04.png,IKEA Diaries,2002
ikeacheyenne.jpg,2002_IKEA_Diaries_image04of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 IKEA Diaries/2002 IKEA Diaries_gallery/ikeacheyenne.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 IKEA Diaries/2002 IKEA Diaries_gallery/2002_IKEA_Diaries_image04of04.png,IKEA Diaries,2002
marathon 4th mile.jpg,2002_Its_a_Marathon_Baby_image01of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/marathon 4th mile.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/2002_Its_a_Marathon_Baby_image01of06.png,Its a Marathon Baby,2002
marathon finishing.jpg,2002_Its_a_Marathon_Baby_image02of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/marathon finishing.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/2002_Its_a_Marathon_Baby_image02of06.png,Its a Marathon Baby,2002
marathon finishing2.jpg,2002_Its_a_Marathon_Baby_image03of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/marathon finishing2.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/2002_Its_a_Marathon_Baby_image03of06.png,Its a Marathon Baby,2002
marathon finishingdressed72.jpg,2002_Its_a_Marathon_Baby_image04of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/marathon finishingdressed72.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/2002_Its_a_Marathon_Baby_image04of06.png,Its a Marathon Baby,2002
marathonbeginning hill.jpg,2002_Its_a_Marathon_Baby_image05of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/marathonbeginning hill.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/2002_Its_a_Marathon_Baby_image05of06.png,Its a Marathon Baby,2002
marathonbridge.jpg,2002_Its_a_Marathon_Baby_image06of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/marathonbridge.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Its a Marathon Baby/2002 Its a Marathon Baby_gallery/2002_Its_a_Marathon_Baby_image06of06.png,Its a Marathon Baby,2002
milk still.jpg,"2002_Milk,_Self_Portrait_image02of03.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Milk, Self Portrait/2002 Milk, Self Portrait_gallery/milk still.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Milk, Self Portrait/2002 Milk, Self Portrait_gallery/2002_Milk,_Self_Portrait_image02of03.png","Milk, Self Portrait",2002
milk still2.jpg,"2002_Milk,_Self_Portrait_image03of03.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2002 Milk, Self Portrait/2002 Milk, Self Portrait_gallery/milk still2.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2002 Milk, Self Portrait/2002 Milk, Self Portrait_gallery/2002_Milk,_Self_Portrait_image03of03.png","Milk, Self Portrait",2002
Contemorary Imperialist footballclose.tif,2003_Contemporary_Imperialist_image01of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Contemporary Imperialist/2003 Contemporary Imperialist_gallery/Contemorary Imperialist footballclose.tif,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Contemporary Imperialist/2003 Contemporary Imperialist_gallery/2003_Contemporary_Imperialist_image01of03.png,Contemporary Imperialist,2003
Contemporary Imperialist Field.jpg,2003_Contemporary_Imperialist_image02of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Contemporary Imperialist/2003 Contemporary Imperialist_gallery/Contemporary Imperialist Field.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Contemporary Imperialist/2003 Contemporary Imperialist_gallery/2003_Contemporary_Imperialist_image02of03.png,Contemporary Imperialist,2003
Contemporary_Imperialist golf.jpg,2003_Contemporary_Imperialist_image03of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Contemporary Imperialist/2003 Contemporary Imperialist_gallery/Contemporary_Imperialist golf.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Contemporary Imperialist/2003 Contemporary Imperialist_gallery/2003_Contemporary_Imperialist_image03of03.png,Contemporary Imperialist,2003
estoy still.jpg,2003_Estoy_Enamoranda_image02of02.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Estoy Enamoranda/2003 Estoy Enamoranda_gallery/estoy still.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Estoy Enamoranda/2003 Estoy Enamoranda_gallery/2003_Estoy_Enamoranda_image02of02.png,Estoy Enamoranda,2003
IMG_1133.jpg,2003_Proyecto_Circo_image01of08.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Proyecto Circo/2003 Proyecto Circo_gallery/IMG_1133.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Proyecto Circo/2003 Proyecto Circo_gallery/2003_Proyecto_Circo_image01of08.png,Proyecto Circo,2003
IMG_1134.jpg,2003_Proyecto_Circo_image02of08.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Proyecto Circo/2003 Proyecto Circo_gallery/IMG_1134.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Proyecto Circo/2003 Proyecto Circo_gallery/2003_Proyecto_Circo_image02of08.png,Proyecto Circo,2003
IMG_1135.jpg,2003_Proyecto_Circo_image03of08.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Proyecto Circo/2003 Proyecto Circo_gallery/IMG_1135.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Proyecto Circo/2003 Proyecto Circo_gallery/2003_Proyecto_Circo_image03of08.png,Proyecto Circo,2003
IMG_1141.jpg,2003_Proyecto_Circo_image04of08.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Proyecto Circo/2003 Proyecto Circo_gallery/IMG_1141.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Proyecto Circo/2003 Proyecto Circo_gallery/2003_Proyecto_Circo_image04of08.png,Proyecto Circo,2003
cuba inside to send.jpg,2003_Proyecto_Circo_image05of08.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Proyecto Circo/2003 Proyecto Circo_gallery/cuba inside to send.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Proyecto Circo/2003 Proyecto Circo_gallery/2003_Proyecto_Circo_image05of08.png,Proyecto Circo,2003
cuba money shot 72dpi.jpg,2003_Proyecto_Circo_image06of08.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Proyecto Circo/2003 Proyecto Circo_gallery/cuba money shot 72dpi.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Proyecto Circo/2003 Proyecto Circo_gallery/2003_Proyecto_Circo_image06of08.png,Proyecto Circo,2003
cuba tent diptych.jpg,2003_Proyecto_Circo_image07of08.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Proyecto Circo/2003 Proyecto Circo_gallery/cuba tent diptych.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Proyecto Circo/2003 Proyecto Circo_gallery/2003_Proyecto_Circo_image07of08.png,Proyecto Circo,2003
cuba3 diptych.jpg,2003_Proyecto_Circo_image08of08.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Proyecto Circo/2003 Proyecto Circo_gallery/cuba3 diptych.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Proyecto Circo/2003 Proyecto Circo_gallery/2003_Proyecto_Circo_image08of08.png,Proyecto Circo,2003
temptation still.jpg,2003_Temptation_image01of02.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Temptation/2003 Temptation_gallery/temptation still.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Temptation/2003 Temptation_gallery/2003_Temptation_image01of02.png,Temptation,2003
temptation.mov,2003_Temptation_image02of02.webm,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Temptation/2003 Temptation_gallery/temptation.mov,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Temptation/2003 Temptation_gallery/2003_Temptation_image02of02.webm,Temptation,2003
Sumell_Topiary Surrender.jpg,2003_Topiary_Surrender_image01of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Topiary Surrender/2003 Topiary Surrender_gallery/Sumell_Topiary Surrender.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Topiary Surrender/2003 Topiary Surrender_gallery/2003_Topiary_Surrender_image01of06.png,Topiary Surrender,2003
choice 2.jpg,2003_Topiary_Surrender_image02of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Topiary Surrender/2003 Topiary Surrender_gallery/choice 2.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Topiary Surrender/2003 Topiary Surrender_gallery/2003_Topiary_Surrender_image02of06.png,Topiary Surrender,2003
choice 3.JPG,2003_Topiary_Surrender_image03of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Topiary Surrender/2003 Topiary Surrender_gallery/choice 3.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Topiary Surrender/2003 Topiary Surrender_gallery/2003_Topiary_Surrender_image03of06.png,Topiary Surrender,2003
topiary falling.JPG,2003_Topiary_Surrender_image04of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Topiary Surrender/2003 Topiary Surrender_gallery/topiary falling.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Topiary Surrender/2003 Topiary Surrender_gallery/2003_Topiary_Surrender_image04of06.png,Topiary Surrender,2003
topiary hanging.jpeg,2003_Topiary_Surrender_image05of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Topiary Surrender/2003 Topiary Surrender_gallery/topiary hanging.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Topiary Surrender/2003 Topiary Surrender_gallery/2003_Topiary_Surrender_image05of06.png,Topiary Surrender,2003
topiary sniper.jpg,2003_Topiary_Surrender_image06of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 Topiary Surrender/2003 Topiary Surrender_gallery/topiary sniper.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 Topiary Surrender/2003 Topiary Surrender_gallery/2003_Topiary_Surrender_image06of06.png,Topiary Surrender,2003
