Original File Name,New File Name,Original Path,New Path,Project Name,Year
IMG_8786.jpeg,2022_Growing_Abolition_at_MoMA_PS1_image05of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/IMG_8786.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image05of16.png,Growing Abolition at MoMA PS1,2022
JACKIE 2022.png,2022_Growing_Abolition_at_MoMA_PS1_image06of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/JACKIE 2022.png,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image06of16.png,Growing Abolition at MoMA PS1,2022
Madison vine.png,2022_Growing_Abolition_at_MoMA_PS1_image07of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/Madison vine.png,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image07of16.png,Growing Abolition at MoMA PS1,2022
PUBLIC TEA PARTY.png,2022_Growing_Abolition_at_MoMA_PS1_image08of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/PUBLIC TEA PARTY.png,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image08of16.png,Growing Abolition at MoMA PS1,2022
class room.png,2022_Growing_Abolition_at_MoMA_PS1_image09of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/class room.png,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image09of16.png,Growing Abolition at MoMA PS1,2022
classrrom.jpg,2022_Growing_Abolition_at_MoMA_PS1_image10of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/classrrom.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image10of16.png,Growing Abolition at MoMA PS1,2022
image000001.jpeg,2022_Growing_Abolition_at_MoMA_PS1_image11of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/image000001.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image11of16.png,Growing Abolition at MoMA PS1,2022
image000002.jpeg,2022_Growing_Abolition_at_MoMA_PS1_image12of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/image000002.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image12of16.png,Growing Abolition at MoMA PS1,2022
image000004.jpeg,2022_Growing_Abolition_at_MoMA_PS1_image13of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/image000004.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image13of16.png,Growing Abolition at MoMA PS1,2022
public tea party2.png,2022_Growing_Abolition_at_MoMA_PS1_image15of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/public tea party2.png,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image15of16.png,Growing Abolition at MoMA PS1,2022
staff pic.png,2022_Growing_Abolition_at_MoMA_PS1_image16of16.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/staff pic.png,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 Growing Abolition at MoMA PS1/2022 Growing Abolition at MoMA PS1_gallery/2022_Growing_Abolition_at_MoMA_PS1_image16of16.png,Growing Abolition at MoMA PS1,2022
03F671F8-4987-4F29-A54C-99217DA72829.JPG,2022_MoMA_PS1_Courtyard_image01of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/03F671F8-4987-4F29-A54C-99217DA72829.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image01of15.png,MoMA PS1 Courtyard,2022
053122_moma_ps1_opening_lowres_069.jpg,2022_MoMA_PS1_Courtyard_image02of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/053122_moma_ps1_opening_lowres_069.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image02of15.png,MoMA PS1 Courtyard,2022
12_PS1_Growing Abolition_PC-Noel Woodford-2617.jpg,2022_MoMA_PS1_Courtyard_image03of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/12_PS1_Growing Abolition_PC-Noel Woodford-2617.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image03of15.png,MoMA PS1 Courtyard,2022
20221012 & 20221013_Marissa Alper_Growing Abolition_18.jpg,2022_MoMA_PS1_Courtyard_image04of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/20221012 & 20221013_Marissa Alper_Growing Abolition_18.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image04of15.png,MoMA PS1 Courtyard,2022
32FDD8DD-4E66-44FA-BB6E-8AE9C7B37DA0.JPG,2022_MoMA_PS1_Courtyard_image05of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/32FDD8DD-4E66-44FA-BB6E-8AE9C7B37DA0.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image05of15.png,MoMA PS1 Courtyard,2022
IMG_5162.jpeg,2022_MoMA_PS1_Courtyard_image06of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/IMG_5162.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image06of15.png,MoMA PS1 Courtyard,2022
IMG_6914.jpeg,2022_MoMA_PS1_Courtyard_image07of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/IMG_6914.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image07of15.png,MoMA PS1 Courtyard,2022
IMG_8406.jpeg,2022_MoMA_PS1_Courtyard_image08of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/IMG_8406.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image08of15.png,MoMA PS1 Courtyard,2022
IMG_8507.jpeg,2022_MoMA_PS1_Courtyard_image09of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/IMG_8507.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image09of15.png,MoMA PS1 Courtyard,2022
IMG_8526 2.jpeg,2022_MoMA_PS1_Courtyard_image10of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/IMG_8526 2.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image10of15.png,MoMA PS1 Courtyard,2022
Moma  PS1 install .jpeg,2022_MoMA_PS1_Courtyard_image11of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/Moma  PS1 install .jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image11of15.png,MoMA PS1 Courtyard,2022
PS1_Growing Abolition_PC-Noel Woodford-2609 (1).jpg,2022_MoMA_PS1_Courtyard_image12of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/PS1_Growing Abolition_PC-Noel Woodford-2609 (1).jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image12of15.png,MoMA PS1 Courtyard,2022
growing abolition at PS1.jpeg,2022_MoMA_PS1_Courtyard_image13of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/growing abolition at PS1.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image13of15.png,MoMA PS1 Courtyard,2022
labels PS1 copy.jpeg,2022_MoMA_PS1_Courtyard_image14of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/labels PS1 copy.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image14of15.png,MoMA PS1 Courtyard,2022
moma PS1 install.jpeg,2022_MoMA_PS1_Courtyard_image15of15.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/moma PS1 install.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 MoMA PS1 Courtyard/2022 MoMA PS1 Courtyard_gallery/2022_MoMA_PS1_Courtyard_image15of15.png,MoMA PS1 Courtyard,2022
Fieldguide Anchor.png,2022_The_Abolitionist’s_Fieldguide_image01of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/Fieldguide Anchor.png,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/2022_The_Abolitionist’s_Fieldguide_image01of07.png,The Abolitionist’s Fieldguide,2022
IMG_7408.jpeg,2022_The_Abolitionist’s_Fieldguide_image02of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/IMG_7408.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/2022_The_Abolitionist’s_Fieldguide_image02of07.png,The Abolitionist’s Fieldguide,2022
IMG_7409.jpeg,2022_The_Abolitionist’s_Fieldguide_image03of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/IMG_7409.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/2022_The_Abolitionist’s_Fieldguide_image03of07.png,The Abolitionist’s Fieldguide,2022
IMG_8866.jpeg,2022_The_Abolitionist’s_Fieldguide_image04of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/IMG_8866.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/2022_The_Abolitionist’s_Fieldguide_image04of07.png,The Abolitionist’s Fieldguide,2022
booklauch screenshot.jpg,2022_The_Abolitionist’s_Fieldguide_image05of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/booklauch screenshot.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/2022_The_Abolitionist’s_Fieldguide_image05of07.png,The Abolitionist’s Fieldguide,2022
on an on series.jpg,2022_The_Abolitionist’s_Fieldguide_image06of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/on an on series.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/2022_The_Abolitionist’s_Fieldguide_image06of07.png,The Abolitionist’s Fieldguide,2022
‎Guggenheim slides.‎011.jpeg,2022_The_Abolitionist’s_Fieldguide_image07of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/‎Guggenheim slides.‎011.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 The Abolitionist’s Fieldguide/2022 The Abolitionist’s Fieldguide_gallery/2022_The_Abolitionist’s_Fieldguide_image07of07.png,The Abolitionist’s Fieldguide,2022
IMG_5330.JPG,2023_A_Solitary_Greenhouse_Colgate_University_image01of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/IMG_5330.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/2023_A_Solitary_Greenhouse_Colgate_University_image01of06.png,A Solitary Greenhouse Colgate University,2023
IMG_5331.JPG,2023_A_Solitary_Greenhouse_Colgate_University_image02of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/IMG_5331.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/2023_A_Solitary_Greenhouse_Colgate_University_image02of06.png,A Solitary Greenhouse Colgate University,2023
IMG_5332.JPG,2023_A_Solitary_Greenhouse_Colgate_University_image03of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/IMG_5332.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/2023_A_Solitary_Greenhouse_Colgate_University_image03of06.png,A Solitary Greenhouse Colgate University,2023
IMG_5333.JPG,2023_A_Solitary_Greenhouse_Colgate_University_image04of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/IMG_5333.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/2023_A_Solitary_Greenhouse_Colgate_University_image04of06.png,A Solitary Greenhouse Colgate University,2023
IMG_5334.JPG,2023_A_Solitary_Greenhouse_Colgate_University_image05of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/IMG_5334.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/2023_A_Solitary_Greenhouse_Colgate_University_image05of06.png,A Solitary Greenhouse Colgate University,2023
IMG_5335.JPG,2023_A_Solitary_Greenhouse_Colgate_University_image06of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/IMG_5335.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 A Solitary Greenhouse Colgate University/2023 A Solitary Greenhouse Colgate University_gallery/2023_A_Solitary_Greenhouse_Colgate_University_image06of06.png,A Solitary Greenhouse Colgate University,2023
4.6.23 free soil (1).JPG,2023_Free_Soil_Party_Counter_Public_image01of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/4.6.23 free soil (1).JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image01of13.png,Free Soil Party Counter Public,2023
EFDFFB31-E1B4-4975-A23C-AEE334F76BA1.JPG,2023_Free_Soil_Party_Counter_Public_image02of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/EFDFFB31-E1B4-4975-A23C-AEE334F76BA1.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image02of13.png,Free Soil Party Counter Public,2023
IMG_1719.JPG,2023_Free_Soil_Party_Counter_Public_image03of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/IMG_1719.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image03of13.png,Free Soil Party Counter Public,2023
IMG_1722.JPG,2023_Free_Soil_Party_Counter_Public_image04of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/IMG_1722.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image04of13.png,Free Soil Party Counter Public,2023
IMG_4573.JPG,2023_Free_Soil_Party_Counter_Public_image07of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/IMG_4573.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image07of13.png,Free Soil Party Counter Public,2023
IMG_5068.jpg,2023_Free_Soil_Party_Counter_Public_image08of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/IMG_5068.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image08of13.png,Free Soil Party Counter Public,2023
IMG_5118-preview.JPG,2023_Free_Soil_Party_Counter_Public_image09of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/IMG_5118-preview.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image09of13.png,Free Soil Party Counter Public,2023
IMG_5140-preview.JPG,2023_Free_Soil_Party_Counter_Public_image10of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/IMG_5140-preview.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image10of13.png,Free Soil Party Counter Public,2023
IMG_5209.JPG,2023_Free_Soil_Party_Counter_Public_image11of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/IMG_5209.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image11of13.png,Free Soil Party Counter Public,2023
IMG_7056.JPG,2023_Free_Soil_Party_Counter_Public_image12of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/IMG_7056.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image12of13.png,Free Soil Party Counter Public,2023
ZINE Final June 2023.pdf,2023_Free_Soil_Party_Counter_Public_image13of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/ZINE Final June 2023.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Free Soil Party Counter Public/2023 Free Soil Party Counter Public_gallery/2023_Free_Soil_Party_Counter_Public_image13of13.png,Free Soil Party Counter Public,2023
792b0b995d6c4d98b503369f2dc0f061.MOV,2023_Garden_of_Good_Grief_image01of11.webm,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Garden of Good Grief/2023 Garden of Good Grief_gallery/792b0b995d6c4d98b503369f2dc0f061.MOV,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Garden of Good Grief/2023 Garden of Good Grief_gallery/2023_Garden_of_Good_Grief_image01of11.webm,Garden of Good Grief,2023
IMG_2453.JPG,2023_Garden_of_Good_Grief_image02of11.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Garden of Good Grief/2023 Garden of Good Grief_gallery/IMG_2453.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Garden of Good Grief/2023 Garden of Good Grief_gallery/2023_Garden_of_Good_Grief_image02of11.png,Garden of Good Grief,2023
IMG_2692.JPG,2023_Garden_of_Good_Grief_image03of11.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Garden of Good Grief/2023 Garden of Good Grief_gallery/IMG_2692.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Garden of Good Grief/2023 Garden of Good Grief_gallery/2023_Garden_of_Good_Grief_image03of11.png,Garden of Good Grief,2023
IMG_2694.JPG,2023_Garden_of_Good_Grief_image04of11.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2023 Garden of Good Grief/2023 Garden of Good Grief_gallery/IMG_2694.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 Garden of Good Grief/2023 Garden of Good Grief_gallery/2023_Garden_of_Good_Grief_image04of11.png,Garden of Good Grief,2023
